Abstract,DOI,link,Topic
"The pharmaceutical industry is shifting its focus from blockbuster small molecules to specialty pharmaceuticals. Specialty pharmaceuticals are novel drugs and biologic agents that require special handling and ongoing monitoring, are administered by injection or infusion, and are sold in the marketplace by a small number of distributors. They are frequently identified by having a cost to payers and patients of $600 or more per treatment. The total costs of the new agents are likely to have a substantial impact on overall health care costs and on patients during the next decade, unless steps are taken to align competing interests. We examine the economic and policy issues related to specialty pharmaceuticals, taking care to consider the impact on patients. We assess the role of cost-sharing provisions, legislation that is promoting realignment within the market, the role of biosimilars in price competition, and the potential for novel drug development paradigms to help bend the cost curve. The economic aspects of this analysis highlight the need for a far-reaching discussion of potential novel approaches to innovation pathways in our quest for both affordability and new technology.",https://doi.org/10.1377/hlthaff.2014.0558,https://pubmed.ncbi.nlm.nih.gov/25288414/,economics
"As the pace of competition intensifies in the 1980s, information systems will emerge as critical new weapons in the battle to gain an advantage over competitors. The authors show how a business can use modern information technologies to create a competitive edge by adding value to present products and services.",https://doi.org/10.1108/eb039057,https://pubmed.ncbi.nlm.nih.gov/10269062/,economics
"In this paper, we examine the role of insurance coverage in explaining the generic competition paradox in a two-stage game involving a single producer of brand-name drugs and n quantity-competing producers of generic drugs. Independently of brand loyalty, which some studies rely upon to explain the paradox, we show that heterogeneity in insurance coverage may result in higher prices of brand-name drugs following generic entry. With market segmentation based on insurance coverage present in both the pre- and post-entry stages, the paradox can arise when the two types of drugs are highly substitutable and the market is quite profitable but does not have to arise when the two types of drugs are highly differentiated. However, with market segmentation occurring only after generic entry, the paradox can arise when the two types of drugs are weakly substitutable, provided, however, that the industry is not very profitable. In both cases, that is, when market segmentation is present in the pre-entry stage and when it is not, the paradox becomes more likely to arise as the market expands and/or insurance companies decrease deductibles applied on the purchase of generic drugs.",https://doi.org/10.1016/j.jhealeco.2012.02.004,https://pubmed.ncbi.nlm.nih.gov/22484368/,economics
"Restricted public budgets and increasing efforts to link the impact of community interventions to public savings have increased the use of economic evaluation. While this type of evaluation can be important for program planning, it also raises important ethical issues about how we value the time of local stakeholders who support community interventions. In particular, researchers navigate issues of scientific accuracy, institutional inequality, and research utility in their pursuit of even basic cost estimates. We provide an example of how we confronted these issues when estimating the costs of a large-scale community-based intervention. Principles for valuing community members' time and conducting economic evaluations of community programs are discussed.",https://doi.org/10.1002/ajcp.12200,https://pubmed.ncbi.nlm.nih.gov/29154476/,economics
"Infection with bovine viral diarrhea virus (BVDV) results in major economic losses either directly through decreased productive performance in cattle herds or indirectly, such as through expenses for control programs. The aim of this systematic review was to review financial and/or economic assessment studies of prevention and/or mitigation activities of BVDV at national, regional and farm level worldwide. Once all predefined criteria had been met, 35 articles were included for this systematic review. Studies were analyzed with particular focus on the type of financially and/or economically-assessed prevention and/or mitigation activities. Due to the wide range of possible prevention and/or mitigation activities, these activities were grouped into five categories: i) control and/or eradication programs, ii) monitoring or surveillance, iii) prevention, iv) vaccination and v) individual culling, control and testing strategies. Additionally, the studies were analyzed according to economically-related variables such as efficiency, costs or benefits of prevention and/or mitigation activities, the applied financial and/or economic and statistical methods, the payers of prevention and/or mitigation activities, the assessed production systems, and the countries for which such evaluations are available. Financial and/or economic assessments performed in Europe were dominated by those from the United Kingdom, which assessed mostly vaccination strategies, and Norway which primarily carried out assessments in the area of control and eradication programs; whereas among non-European countries the United States carried out the majority of financial and/or economic assessments in the area of individual culling, control and testing. More than half of all studies provided an efficiency calculation of prevention and/or mitigation activities and demonstrated whether the inherent costs of implemented activities were or were not justified. The dairy sector was three times more likely to be assessed by the countries than beef production systems. In addition, the dairy sector was approximately eight times more likely to be assessed economically with respect to prevention and/or mitigation activities than calf and youngstock production systems. Furthermore, the private sector was identified as the primary payer of prevention and/or mitigation activities. This systematic review demonstrated a lack of studies relating to efficiency calculations, in particular at national and regional level, and the specific production systems. Thus, we confirmed the need for more well-designed studies in animal health economics in order to demonstrate that the implementation and inherent costs of BVDV prevention and/or mitigation activities are justified.",https://doi.org/10.1016/j.prevetmed.2016.12.014,https://pubmed.ncbi.nlm.nih.gov/28040270/,economics
"We examine the effect of a value-based insurance design (VBID) program implemented at a large public employer in the state of Oregon. The program substantially increased cost-sharing for several healthcare services likely to be of low value for most patients: diagnostic services (e.g., imaging services) and surgeries (e.g., spinal surgeries for pain). Using a difference-in-differences design coupled with granular, administrative health insurance claims data over the period 2008-2012, we estimate the change in low-value service use among beneficiaries before and after program implementation relative to a comparison group not exposed to the VBID. Our findings suggest that the VBID significantly reduced the use of targeted services, with an implied elasticity of demand of -0.22. We find no evidence that the VBID led to substitution to non-targeted services or increased overall healthcare costs. However, we also observe no evidence that the program led to cost-savings.",https://doi.org/10.1002/hec.4127,https://pubmed.ncbi.nlm.nih.gov/32686138/,economics
"Biomedicine has made enormous progress in the last half century in treating common diseases. However, we are becoming victims of our own success. Causes of death strongly associated with biological aging, such as heart disease, cancer, Alzheimer's disease, and stroke-cluster within individuals as they grow older. These conditions increase frailty and limit the benefits of continued, disease-specific improvements. Here, we show that a ""delayed-aging"" scenario, modeled on the biological benefits observed in the most promising animal models, could solve this problem of competing risks. The economic value of delayed aging is estimated to be $7.1 trillion over 50 years. Total government costs, including Social Security, rise substantially with delayed aging--mainly caused by longevity increases--but we show that these can be offset by modest policy changes. Expanded biomedical research to delay aging appears to be a highly efficient way to forestall disease and extend healthy life.",https://doi.org/10.1101/cshperspect.a025072,https://pubmed.ncbi.nlm.nih.gov/26684333/,economics
"The laws of microeconomics explain how prices affect consumer purchasing decisions and thus overall revenues and profits. These principles can easily be applied to the behavior aesthetic plastic surgery patients. The UCLA Division of Plastic Surgery resident aesthetics clinic recently offered a radical price change for its services. The effects of this change on demand for services and revenue were tracked. Economic analysis was applied to see if this price change resulted in the maximization of total revenues, or if additional price changes could further optimize them. Economic analysis of pricing involves several steps. The first step is to assess demand. The number of procedures performed by a given practice at different price levels can be plotted to create a demand curve. From this curve, price sensitivities of consumers can be calculated (price elasticity of demand). This information can then be used to determine the pricing level that creates demand for the exact number of procedures that yield optimal revenues. In economic parlance, revenues are maximized by pricing services such that elasticity is equal to 1 (the point of unit elasticity). At the UCLA resident clinic, average total fees per procedure were reduced by 40 percent. This resulted in a 250-percent increase in procedures performed for representative 4-month periods before and after the price change. Net revenues increased by 52 percent. Economic analysis showed that the price elasticity of demand before the price change was 6.2. After the price change it was 1. We conclude that the magnitude of the price change resulted in a fee schedule that yielded the highest possible revenues from the resident clinic. These results show that changes in price do affect total revenue and that the nature of these effects can be understood, predicted, and maximized using the tools of microeconomics.",https://doi.org/10.1097/00006534-199902000-00054,https://pubmed.ncbi.nlm.nih.gov/9950562/,economics
"Background:
        
      
      Achieving universal health insurance coverage is a goal for many developing countries. Even when universal health insurance programmes are in place, there are significant barriers to reaching the lowest socio-economic groups such as a lack of awareness of the programmes or knowledge of the benefits to participating in the insurance market. Conditional cash transfer (CCT) programmes can encourage participation through mandatory health education classes, increased contact with the health care system and cash payments to reduce costs of participating in the insurance market.
    


          Objective:
        
      
      To explore if participation in a CCT programme in Mexico, Oportunidades, is significantly associated with self-reported enrolment in a public health insurance programme.
    


          Methods:
        
      
      Cross-sectional data from 2007 collected on 29 595 Mexican households where the household head is aged between ages 15 and 60 were analysed. A logit model was used to estimate the association between Oportunidades participation and awareness of enrolment in a public health insurance programme.
    


          Results:
        
      
      Participation in the Oportunidades programme is associated with a 25% higher likelihood of being actively aware of enrolment in Seguro Popular, a public health insurance scheme for the lowest socio-economic groups.
    


          Conclusions:
        
      
      Participation in the Oportunidades CCT programme is positively associated with awareness of enrolment in public health insurance. CCT programmes may be used to promote participation of the lowest socio-economic groups in universal public health insurance systems. This is crucial to achieving universal health insurance coverage in developing countries.",https://doi.org/10.1093/heapol/czt109,https://pubmed.ncbi.nlm.nih.gov/24441284/,economics
"Although the concept of the managed market system arose in the United States, it has taken hold elsewhere, notably in England, where changes to the National Health Service have been forthcoming from the conservative government. In this article, the author examines some of these developments.",https://doi.org/10.1080/00185868.1992.10543711,https://pubmed.ncbi.nlm.nih.gov/10122353/,economics
"This paper analyzes some of the perverse incentives that may arise under the current Medicare prescription drug benefit design. In particular, risk adjustment for a stand-alone prescription drug benefit creates perverse incentives for prescription drug plans when making coverage decisions and/or for pharmaceutical companies when setting prices. This problem is new in that it does not arise with risk adjustment for other types of health care coverage. For this and other reasons, Medicare's drug benefit requires especially close regulatory oversight, now and in the future. We also consider a relatively minor change in financing the benefit that could lead to significant changes in how the benefit functions. In particular, if all plans were required to charge the same premium, there would be less diversity in quality, but also less need to regulate formulary composition, less budgetary uncertainty, and less upward pressure on drug prices.",https://doi.org/10.5034/inquiryjrnl_44.2.157,https://pubmed.ncbi.nlm.nih.gov/17850042/,economics
"Monetary valuations of the economic cost of health care-associated infections (HAIs) are important for decision making and should be estimated accurately. Erroneously high estimates of costs, designed to jolt decision makers into action, may do more harm than good in the struggle to attract funding for infection control. Expectations among policy makers might be raised, and then they are disappointed when the reduction in the number of HAIs does not yield the anticipated cost saving. For this article, we critically review the field and discuss 3 questions. Why measure the cost of an HAI? What outcome should be used to measure the cost of an HAI? What is the best method for making this measurement? The aim is to encourage researchers to collect and then disseminate information that accurately guides decisions about the economic value of expanding or changing current infection control activities.",https://doi.org/10.1086/651110,https://pubmed.ncbi.nlm.nih.gov/20178419/,economics
"Background:
        
      
       Costly prescription medicines with existing cheaper alternatives tend to be purchased by medically insured consumers of healthcare. In South Africa medical scheme members pay higher out-of-pocket payments for medicines than those without insurance.
    


          Aim:
        
      
       This study explored reasons for co-payments among insured Pretoria medical scheme members purchasing prescription medicines at private retail pharmacies, despite being insured and protected against such payments.
    


          Setting:
        
      
       The study took place in retail pharmacies in Pretoria, Gauteng Province, South Africa.
    


          Methods:
        
      
       An exploratory qualitative study was performed. Semi-structured interviews were conducted among purposefully sampled medical scheme members (12) and nine key informants (six pharmacists and three regulators - one for the pharmaceutical industry, one for medical schemes and one for pharmacists). Three pharmacies (two corporate and one independent) each were identified from high and low socio-economic areas. Scheme members were interviewed immediately after having made a co-payment (eight) or no co-payment (four) from the selected pharmacies. Interviews were recorded, coded and organised into themes.
    


          Results:
        
      
       Co-payments were deemed confusing, unpredictable and inconsistent between and within pharmacies. Members blamed schemes for causing co-payments. Six sampled pharmacies rarely stocked the lowest-priced medicines; instead, they dispensed medicines from manufacturers with whom they had a relationship. Corporate pharmacies were favoured compared to independents and brand loyalty superseded cost considerations. Medical scheme members did not understand how medical schemes' function.
    


          Conclusion:
        
      
       Unavailability of lowest-priced medicines at pharmacies contributes to co-payments. Consumer education about generics and expedited implementation of National Health Insurance could significantly reduce co-payments.",https://doi.org/10.4102/phcfm.v11i1.1878,https://pubmed.ncbi.nlm.nih.gov/31038333/,economics
"Background:
        
      
      Expenditure on hemodialysis therapy is high within the Japanese health care system, and cost reductions are desirable to maintain the system. Under these circumstances, both a macroeconomic analysis and a microeconomic analysis of the country's health care system are needed to elucidate its problems.
    


          Summary:
        
      
      A macroeconomic analysis showed that Japan's sluggish GDP growth since the 1990s has been a major problem in the allocation of health care resources, and government policies have been put in place to reduce health care expenditure. In contrast, a microeconomic analysis showed that the Japanese health care system is being run very efficiently. For hemodialysis therapy specifically, the mortality rate is low and medical costs are not high, indicating that treatment is being provided in a highly efficient manner. Key Messages: These results suggest the direction that Japan's health care system, including hemodialysis therapy, should take will increase health care expenditure commensurate with the nation's economic growth.",https://doi.org/10.1159/000450819,https://pubmed.ncbi.nlm.nih.gov/27951577/,economics
"Trailing the whole group of trends and changes in the scenario of relations between the public and the private, this article analyses the effects of the rise in the rates of return of health plan operators and health insurance companies in 2007. Special attention is given to the segmentation of the system, the complaints about the naturalization of inequitable access to health services and to the depreciation of the original concepts of the Unified Health System. The study also gathers information regarding the production of knowledge about supplementary care with the intent to systemize the bases and methodological approaches adopted by a selected sub-group of scientific papers. Finally, the article develops conjectures and hypotheses with regard to possible associations between growth and stability of the health plan and insurance market and as refers to the nature of scientific production about this issue, taking into consideration the contradictions between the political and economical circuit in which the health plan and insurance companies are operating and the universality of the Brazilian Health System.",https://doi.org/10.1590/s1413-81232008000500002,https://pubmed.ncbi.nlm.nih.gov/18813639/,economics
"We study whether employer premium contribution schemes could impact the pricing behavior of health plans and contribute to rising premiums. Using 1991-2011 data before and after a 1999 premium subsidy policy change in the Federal Employees Health Benefits Program (FEHBP), we find that the employer premium contribution scheme has a differential impact on health plan pricing based on two market incentives: 1) consumers are less price sensitive when they only need to pay part of the premium increase, and 2) each health plan has an incentive to increase the employer's premium contribution to that plan. Both incentives are found to contribute to premium growth. Counterfactual simulation shows that average premium would have been 10% less than observed and the federal government would have saved 15% per year on its premium contribution had the subsidy policy change not occurred in the FEHBP. We discuss the potential of similar incentives in other government-subsidized insurance systems such as the Medicare Part D and the Health Insurance Marketplace under the Affordable Care Act.",https://doi.org/10.1016/j.jhealeco.2014.08.006,https://pubmed.ncbi.nlm.nih.gov/25241905/,economics
"Purpose:
        
      
      Targeted cancer therapies (TCTs) are drugs that specifically act on molecular targets within the cancer cell, causing its regression and/or destruction. Although TCTs offer clinically important gains in survival in one of the most challenging therapeutic areas, these gains are followed by considerable increases in health care expenditures. The aim of this study was to identify differences in the recommendations for TCTs in 3 European health care systems (Serbian, Scottish, and Dutch) and to examine the role of pharmacoeconomic (PE) assessments in such recommendations.
    


          Methods:
        
      
      A list of currently approved TCTs cited from the European Medicines Agency was cross-referenced with drug reimbursement reports issued by the National Health Insurance Fund for Serbia, the Scottish Medicines Consortium for Scotland, and the National Health Institute for the Netherlands. The following key variables were gathered from the reports: drug indication, registration status, reimbursement status, and outcome of the PE evaluation.
    


          Findings:
        
      
      There were 41 TCTs approved by the European Medicines Agency for 70 cancer indications. Of the total number of TCT indications, 20 were reimbursed in Serbia, and 25 are still without a decision from the national agency. The remaining TCT indications (n = 25) are not registered in Serbia. None of the submissions or the PE analyses were publicly available. The Scottish Medicines Consortium positively assessed 26 TCT indications and rejected 30. All appraisals were published, and the majority contained full PE assessments. Finally, the Dutch agency accepted 60 TCT indications and disapproved the use of 1. The majority of reimbursed drugs were exempted from PE evaluation in accordance with 2 recent policies regarding expensive hospital drugs.
    


          Implications:
        
      
      In the 3 examined health care systems, the reimbursement status of the TCTs differed significantly. Level of PE application within the TCT evaluation procedures seemed to largely affect the final reimbursement decisions. Although, there are special policies in the Netherlands that enabled fast access for 98% of the TCTs that applied for reimbursement, a clear definition of cost-effectiveness threshold and strict requirements for full cost utility assessments in Scotland led to acceptance of only 46% of the TCT submissions. More precise PE guidelines must still be designed for TCT reimbursement in Serbia. Guidelines must account for specific epidemic and economic conditions of the country and could build on the experiences of Scotland and the Netherlands.",https://doi.org/10.1016/j.clinthera.2014.12.005,https://pubmed.ncbi.nlm.nih.gov/25638534/,economics
"Employment-based health insurance is failing. Costs are out of control. Employers have no effective strategy to deal with this. They must think strategically about fundamental change. This analysis explains how employers' purchasing policies contribute to rising costs and block growth of economical care. Single-source managed care is ineffective, and effective managed care cannot be a single source. Employers should create exchanges through which they can offer employees wide, responsible, individual, multiple choices among health care delivery systems and create serious competition based on value for money. Recently introduced technology can assist this process.",https://doi.org/10.1377/hlthaff.w3.237,https://pubmed.ncbi.nlm.nih.gov/14527258/,economics
Reports that the US health care system has been shifting since the 1960s to a competitive environment with many new and innovative organizational forms. Describes the nature of the competitive environment for health care and some of the basic forms of the new organizational arrangements. Explores some of the implications for managing successful health care organizations by the understanding of interorganizational linkages in the health care industry and a partnership approach to marketing and management.,https://doi.org/10.1108/09552069710187172,https://pubmed.ncbi.nlm.nih.gov/10179095/,economics
"A number of health economics studies require patient cost estimates as basic information input. However, the accuracy of cost estimates remains generally unspecified. We propose to investigate how the allocation of indirect costs or overheads can affect the estimation of patient costs and lead to improvements in the analysis of patient cost estimates. Instead of focussing on the costing method, this paper will highlight observed changes in variation explained by a methodology choice. We compare four overhead allocation methods for a specific Spanish population adjusted using the Clinical Risk Groups model. Our main conclusion is that the amount of global variation explained by the risk adjustment model depends mainly on direct costs, regardless of the cost allocation methodology used. Furthermore, the variation explained can be slightly increased, depending on the cost allocation methodology, and is independent of the level of aggregation in the classification system.",https://doi.org/10.1007/s10198-010-0227-5,https://pubmed.ncbi.nlm.nih.gov/20306112/,economics
"The world is still recovering from the financial crisis peaking in September 2008. The triggering event was the bankruptcy of Lehman Brothers. To detect such turmoils, one can investigate the time-dependent behaviour of correlations between assets or indices. These cross-correlations have been connected to the systemic risks within markets by several studies in the aftermath of this crisis. We study 37 different US indices which cover almost all aspects of the US economy and show that monitoring an average investor's behaviour can be used to quantify times of increased risk. In this paper the overall investing strategy is approximated by the ground-states of the mean-variance model along the efficient frontier bound to real world constraints. Changes in the behaviour of the average investor is utlilized as a early warning sign.",https://doi.org/10.1371/journal.pone.0158444,https://pubmed.ncbi.nlm.nih.gov/27351482/,economics
"Due to the challenge of operating within an economically strained healthcare budget, Portuguese health authorities convened with dialysis providers and agreed on a framework to change from a fee-for-service reimbursement modality to a capitation payment system for hemodialysis. This article reviews the components of the agreed capitation package implemented in 2008 as well as the necessary preparatory work undertaken by a for-profit 34-unit dialysis network (approx. 4,200 patients) to cope with the introduction of this system. Furthermore, trends in clinical quality indicators and in resource management are reviewed for 3 years immediately following capitation introduction. Here, improvements were observed over time for the specified clinical targets. Simultaneously, costs controllable by the physician could be reduced. As more countries convert to a capitation or bundled payment system for hemodialysis services, this article offers insight into the scope of the necessary preparatory work and the possible consequences in terms of costs and treatment quality.",https://doi.org/10.1159/000343128,https://pubmed.ncbi.nlm.nih.gov/23306519/,economics
"We develop an analytic framework to map out the nature and relative importance of different cost-driving trends in the prescription drug market. This is used to measure prescription drug cost-drivers for the population of seniors in British Columbia during a period when they received comprehensive public drug coverage. Between 1991 and 2001, expenditures on prescription drugs for BC seniors increased from dollar 149 to 320 million. Increases in the population of seniors, and the rate at which they utilized therapies contributed under half of the total cost increase over the period. Changes in the mix of therapies and the type of product selected explained over half of the observed drug expenditure inflation. Increased generic substitution significantly reduced the price of products selected over the period.",https://doi.org/10.1016/j.healthpol.2003.10.006,https://pubmed.ncbi.nlm.nih.gov/15113641/,economics
"After an historical review of the advent of managed care in the USA, this article presents cost-control mechanisms, changes in the medical practice and consequences on patient health. The article also explains the development of the HMO using the transaction costs theory and the subsequent orientations of the US health care system.",https://doi.org/10.1002/hpm.803,https://pubmed.ncbi.nlm.nih.gov/15991459/,economics
"Environmental degradation is causing global warming, which is of the utmost concern to both physical and social scientists. A number of potential determinants of environmental degradation are analysed in the literature. This study examines the role of government expenditure and financial development in environmental degradation in the context of the environmental Kuznets curve (EKC) hypothesis for the Venezuelan economy. Time series data have been analysed for this purpose. The long-term relationship between the variables in this study is established through a bounds test in the presence of an unknown structural break. The results of this study confirm the EKC hypothesis. It is found that energy use is harming the quality of the environment not only in the long run but also in the short run. This study finds a positive impact of government expenditure on environmental degradation, which indicates that the Venezuelan government is not taking its expenditure for a sustainable environment into account. Moreover, this study finds that financial development is hindering environmental degradation. This means that financial institutions in Venezuela can help to develop the concept of sustainable energy in the country and the Venezuelan government can reduce carbon emissions through financial development.",https://doi.org/10.1371/journal.pone.0210255,https://pubmed.ncbi.nlm.nih.gov/30629649/,economics
"The debate about the public-private mix for health care has been dominated by rhetoric and the failure to evaluate the characteristics of the outcomes of public and private health care systems and to relate these to policy targets. After a brief analysis of the competing, liberal (conservative) and collectivist (socialist), objectives, the nature of the private health care sector in Britain is described and it is shown that growth has faltered due to cost containment problems. This outcome is the product of characteristics of the private health care system, paralleled precisely in the NHS: asymmetry information, monopoly power, moral hazard and third party pays. The final section discusses briefly some remedies for the inefficient and inequitable outcomes which are seen in all health care markets and it is argued that competition within public and private health care systems may enable each system type to achieve its own particular objectives more efficiently.",https://doi.org/10.1016/0277-9536(86)90182-6,https://pubmed.ncbi.nlm.nih.gov/3749949/,economics
"Using the guidelines of health economic evaluation reporting is conducive to regulating the contents of this reporting, improving the quality of studies into health economics evaluation. This article summarized the history of the guidelines and specified the instrument used to study "" Quality of Health Economic Studies (QHES)"" and the checklist about Consolidated Health Economics Evaluation Reporting Standards (CHEERS)-the two specific evaluation contents in this guideline, the article also introduced its present application status of the guideline and its pros and cons. The checklist of CHEERS emphasized the evaluation of this report, while QHES instrument focused on quantitative evaluation on the quality of economic studies. Despite different emphasis, the two guides are actually mutually complemented.",https://doi.org/10.3760/cma.j.issn.0253-9624.2017.03.016,https://pubmed.ncbi.nlm.nih.gov/28260345/,economics
No funding supported the writing of this commentary. The author has nothing to disclose.,https://doi.org/10.18553/jmcp.2020.26.6.713,https://pubmed.ncbi.nlm.nih.gov/32463772/,economics
"Over the last few years, the pharmaceutical industry has financed an increasing number of health economic evaluations. The purpose of this article is to describe how and why the pharmaceutical industry is applying health economic evaluations. Seven different fields of application are identified, and the varying reasons for use are discussed.",https://doi.org/10.1017/s0266462300009181,https://pubmed.ncbi.nlm.nih.gov/8567207/,economics
"Objective:
        
      
      We sought to examine scholarly outcomes of the projects receiving research grants from the Canadian Association of Emergency Physicians (CAEP) during the first 10 years of national funding (i.e., between 1996 and 2005).
    


          Methods:
        
      
      We sent email surveys to 62 emergency medicine (EM) researchers who received funding from CAEP. We focused our data collection on grant deliverables and opinions using a 1-7 Likert scale with regard to the value of the award.
    


          Results:
        
      
      Fifty-eight recipients responded to our survey. Grants were most commonly awarded to residents (21 [36%]), followed by senior (16 [28%]) and junior (13 [22%]) emergency staff. Twenty-six applicants from Ontario and 11 from Quebec received the majority of the grants. Overall, 51 projects were completed at the time of contact and, from these, 39 manuscripts were published or in press. Abstract presentations were more common, with a median of 2 abstracts presented per completed project. Abstract presentations for the completed projects were documented locally (23), nationally (39) and internationally (37). Overall, 19 projects received additional funding. The median amount funded was Can$4700 with an interquartile range of $3250-$5000. Respondents felt CAEP funding was critical to completing their projects and felt strongly that dedicated EM research funding should be continued to stimulate productivity.
    


          Conclusion:
        
      
      Overall, the CAEP Research Grants Competition has produced impressive results. Despite the small sums available, the grants have been important for ensuring study completion and for securing additional funding. CAEP and similar EM organizations need to develop a more robust funding approach so that larger grant awards and more researchers can be supported on an annual basis.",https://doi.org/10.1017/s1481803500011994,https://pubmed.ncbi.nlm.nih.gov/20078916/,economics
"The health sector is facing many challenges, and there is a need to maintain the delivery of high-quality health-care. Issues related to equity and access to health-care have emerged in a context of an economic recession in which the sustainability of the health system depends on everyone, including the actions and decisions of professionals. Therefore, nurses and their skills may be the answer to ethical, professional and community health management, but this recession could lead to major problems in the education of nurses in daily health-care practice. Due to the limited availability of resources, nurses are increasingly taking leadership positions, continuing to develop their critical abilities and thinking skills, and considering sciences such as deontology and ethics. The main goals of this study were to reflect on the economic recession and its impact on health-care and to demonstrate the contribution of nursing to the sustainability of health-care and in the promotion of individuals' dignity. The authors conclude that health-care depends on economic redistribution and, in this context, needs to be equitable and fair. Nurses have the responsibility to develop their profession according to the underlying sciences and can therefore strategically help the healthcare system.",https://doi.org/10.1111/nin.12100,https://pubmed.ncbi.nlm.nih.gov/26032903/,economics
"Most economists have suggested that the growing presence of insurance, including Medicare, Medicaid, Blue Cross and the commercial insurers, is largely responsible for the rapid rise of health care costs in the United States. It is the contention of this paper, however, that the insurance industry in the private sector in the United States may help in the effort to contain costs rather than solely stimulating rapidly increasing costs. A number of methods that insurers have employed to contain costs, including monitoring provider behavior and prospective reimbursement, are identified. It is cautioned, however, that although health insurer cost containment efforts will continue to expand in the future, perversities in the U.S. tax laws, potential provider opposition and the complexities of medicine will continue to make cost containment a difficult task.",https://doi.org/10.1016/0277-9536(82)90233-7,https://pubmed.ncbi.nlm.nih.gov/7201677/,economics
"Objectives:
        
      
      This paper aims to assess the methodological quality of economic evaluations included in Belgian reimbursement applications for Class 1 drugs.
    


          Materials and methods:
        
      
      For 19 reimbursement applications submitted during 2011 and Spring 2012, a descriptive analysis assessed the methodological quality of the economic evaluation, evaluated the assessment of that economic evaluation by the Drug Reimbursement Committee and the response to that assessment by the company. Compliance with methodological guidelines issued by the Belgian Healthcare Knowledge Centre was assessed using a detailed checklist of 23 methodological items. The rate of compliance was calculated based on the number of economic evaluations for which the item was applicable.
    


          Results:
        
      
      Economic evaluations tended to comply with guidelines regarding perspective, target population, subgroup analyses, comparator, use of comparative clinical data and final outcome measures, calculation of costs, incremental analysis, discounting and time horizon. However, more attention needs to be paid to the description of limitations of indirect comparisons, the choice of an appropriate analytic technique, the expression of unit costs in values for the current year, the estimation and valuation of outcomes, the presentation of results of sensitivity analyses, and testing the face validity of model inputs and outputs. Also, a large variation was observed in the scope and depth of the quality assessment by the Drug Reimbursement Committee.
    


          Conclusions:
        
      
      Although general guidelines exist, pharmaceutical companies and the Drug Reimbursement Committee would benefit from the existence of a more detailed checklist of methodological items that need to be reported in an economic evaluation.",https://doi.org/10.1371/journal.pone.0085411,https://pubmed.ncbi.nlm.nih.gov/24386474/,economics
"The objective was to review recent economic evaluations of influenza vaccination by injection in the US, assess their evidence, and conclude on their collective findings. The literature was searched for economic evaluations of influenza vaccination injection in healthy working adults in the US published since 1995. Ten evaluations described in nine papers were identified. These were synopsized and their results evaluated, the basic structure of all evaluations was ascertained, and sensitivity of outcomes to changes in parameter values were explored using a decision model. Areas to improve economic evaluations were noted. Eight of nine evaluations with credible economic outcomes were favourable to vaccination, representing a statistically significant result compared with a proportion of 50% that would be expected if vaccination and no vaccination were economically equivalent. Evaluations shared a basic structure, but differed considerably with respect to cost components, assumptions, methods, and parameter estimates. Sensitivity analysis indicated that changes in parameter values within the feasible range, individually or simultaneously, could reverse economic outcomes. Given stated misgivings, the methods of estimating influenza reduction ascribed to vaccination must be researched to confirm that they produce accurate and reliable estimates. Research is also needed to improve estimates of the costs per case of influenza illness and the costs of vaccination. Based on their assumptions, the reviewed papers collectively appear to support the economic benefits of influenza vaccination of healthy adults. Yet the underlying assumptions, methods and parameter estimates themselves warrant further research to confirm they are accurate, reliable and appropriate to economic evaluation purposes.",https://doi.org/10.2165/11596890-000000000-00000,https://pubmed.ncbi.nlm.nih.gov/22462695/,economics
"Introduction:
        
      
      Cystic Fibrosis (CF) is a heritable chronic condition. Due to the genetic and progressive nature of CF, a number of interventions are available for the condition. In the United Kingdom (U.K.) average annual cost of CF treatment is between €49,000 to €76,000 (2012) per patient [1]. A review of health economic modelling studies is warranted to provide decision makers and researchers with an in depth understanding of modelling practices in CF and guidance for future research.
    


          Methods:
        
      
      Online searches were performed in the 5 databases, studies were included if they were: a) Model based economic evaluation for management of Cystic Fibrosis. Articles were restricted to English language only, but no restriction was applied on publication year.
    


          Results:
        
      
      Nine studies were reviewed, most were Markov cohort models. Models evaluated pharmaceutical interventions and drug adherence. Modelling structure was consistent across most articles and a range of sources were used to populate the models. Cost and utility data were based on different sources and elicitation methods respectively. The majority of models failed to incorporate significant health events which impact both cost and disease progression.
    


          Conclusion:
        
      
      In our review we observed a lack of, application of European Medicines Agency (EMA) guidelines for clinical trial endpoints, model structure justifications and lastly, health-related quality of life derived utility information around important clinical events. Future work around conceptual modelling of CF progression, utility valuation of significant health events and meeting EMA guidelines for trial reporting is encouraged.",https://doi.org/10.1016/j.jcf.2019.01.007,https://pubmed.ncbi.nlm.nih.gov/30738801/,economics
